0.71717,-0.44491
-1.1121,0.91909
0.79995,-1.9495
-0.22123,-0.45796
-1.6569,1.7339
-0.81195,1.0632
0.69536,-1.3386
-1.2764,0.099591
1.1079,-0.29365
-0.40823,1.7914
-0.88126,0.77694
1.5479,-1.324
1.1199,-0.78351
1.3917,-1.2575
-1.2705,1.1321
-0.51434,0.41772
-0.49676,-0.23363
-0.31129,1.0799
-0.29399,1.5634
-0.94031,1.063
0.5389,-0.61976
-1.4861,1.3857
-1.2768,0.84005
0.27477,-0.71928
0.42642,-1.0777
0.69356,-0.90266
-0.68402,0.3433
1.8345,-0.98154
-0.85864,-0.78903
1.2349,-1.2447
-0.41856,0.80545
-1.9335,2.2607
-0.86403,0.67929
1.5506,-1.7754
-0.79383,1.0655
-0.42251,1.2142
1.2265,-0.80684
-2.6852,1.4441
1.0417,-0.92024
1.4158,-2.2683
0.65167,0.2494
-1.1207,0.24449
-1.6751,0.36942
1.7118,-1.5248
1.5787,-1.4753
1.2916,-0.6896
1.4987,-0.97483
-0.93486,1.1972
1.7388,-1.262
-1.7555,1.1747
1.0743,-1.2464
-0.54304,0.5985
2.0579,-0.67389
-1.5475,0.82207
1.31,-0.40384
1.6432,-1.422
1.0035,-1.1008
-0.9401,-0.023267
-0.8723,0.30277
-1.4279,1.448
1.117,-0.91083
-2.2305,1.3058
-1.0747,1.3938
-1.6355,0.1692
1.7643,-1.7111
0.6269,-1.1969
1.6713,-1.4155
-0.23178,-0.9861
0.50949,-1.0424
1.0708,-0.2054
0.99117,-0.40615
-1.5147,0.41551
1.4274,-1.2867
-0.084295,0.59799
-0.98962,1.5843
-0.73736,1.0904
-1.3049,1.1251
0.3912,-0.97316
-1.2779,0.9356
2.7587,-0.64928
0.40704,-2.0418
2.1369,-0.97292
0.53554,-1.1027
-0.29295,0.96805
-0.28792,-0.73753
0.10768,-1.3672
-0.39173,0.42243
1.4019,-0.81968
0.74672,-1.0012
1.2363,0.077754
0.75856,-1.7386
-0.27712,1.2274
1.2567,-1.3353
-0.77254,2.0736
-1.1514,0.93046
-0.11548,0.99852
1.1981,-1.0785
-1.1269,1.985
1.0599,-0.10191
0.94751,-1.4909
-0.67208,0.49269
-1.827,0.89572
1.6446,-1.143
-1.3219,1.5747
-0.93384,0.80944
0.47748,-1.2394
1.6973,-0.049309
1.0052,-0.94075
-0.65529,0.94987
-1.0127,1.0004
-0.66325,0.48436
-1.2626,1.8088
-0.93326,1.0801
-0.86275,1.6998
-0.57592,1.113
0.64588,-1.138
-0.85318,1.0572
-0.9001,0.95877
1.3097,-0.5208
-1.346,1.2397
-1.5009,0.28375
-0.96863,0.72533
1.854,-1.4826
-0.62845,1.3617
-1.9777,1.2454
1.5527,-0.68187
-0.91684,1.0262
0.70782,0.014387
-0.90804,1.2119
-0.60943,0.7749
-0.78762,-0.28801
-0.86261,-0.44017
-0.15195,1.4378
-0.79173,1.0319
0.55168,-1.1868
1.0395,-1.841
-0.028789,0.88996
-0.19779,-0.55712
0.051998,-0.78334
-0.57008,1.6645
1.1267,-1.1717
0.21464,-0.77331
1.5661,-1.6607
-1.2511,0.65408
0.5304,-0.50476
-0.89762,1.4176
0.57831,-0.8524
-1.9307,0.37999
1.6311,-1.5887
1.2254,-1.0035
0.14912,-1.7664
-0.95476,1.208
-0.98,1.363
1.7161,-0.93339
-1.0285,2.0309
-0.70463,0.74267
0.809,-1.1166
-0.64974,0.70739
1.3618,-1.3454
-0.72585,0.95955
0.48474,-0.58028
-1.3868,0.87877
-1.0795,1.4268
-1.3861,1.4424
1.0957,-0.39616
-0.079877,-0.24663
-0.47103,0.91901
-0.32436,-0.15985
1.1997,-0.40625
-0.14378,-0.78085
-0.95079,1.1196
-0.95107,-0.48538
-0.34224,-1.1774
-1.0761,1.199
1.0746,-1.0417
0.40025,-1.1526
-0.058924,0.20097
0.23595,0.80433
0.053205,-0.27227
2.1006,-1.175
-1.8377,0.44129
-0.37216,1.5241
-1.3136,0.67132
1.0769,-0.12154
1.8621,-1.228
0.99532,-0.92905
-0.37453,0.69544
1.4983,-0.56482
0.28505,-2.0203
-1.2972,1.6867
1.1242,-0.78659
2.2236,-1.2039
0.080907,-0.80328
1.0655,-0.68471
1.3256,-1.3811
-0.43193,1.2102
1.4373,-0.83663
0.06664,-1.2118
1.6779,-1.009
1.1094,-1.8917
0.89312,-0.81678
-1.1589,0.1983
-1.0841,1.203
-1.4258,1.3232
-1.0272,1.5333
0.93357,-1.6716
1.2766,-1.6878
-0.82685,0.77529
0.88718,-1.1967
0.61391,-0.0311
-0.35549,2.1728
-1.8186,1.0581
1.6209,-0.74146
0.84822,-0.5166
1.2402,-0.43633
-0.86529,1.7206
-2.0119,0.47248
-1.0675,0.090326
-1.0113,-0.12659
-0.73374,1.2405
-0.10936,-1.2759
-0.25529,1.079
0.98695,-1.1541
-1.8843,0.91643
-0.513,1.6754
1.0017,-0.8177
1.3401,-0.47463
0.91236,-1.0372
0.76152,-1.6696
1.5406,-1.085
-0.5359,0.28218
0.72529,-1.0256
-0.6349,1.1237
-1.2209,1.6316
-0.61568,0.30032
1.1393,-1.2416
-0.072683,1.9845
2.096,-1.1012
-1.1323,0.39363
-0.85415,1.6019
-0.12058,-1.5789
-0.45439,0.24725
0.35312,-0.16281
1.0761,-0.7835
-0.92128,0.096986
0.54233,-2.4016
0.90487,-0.90976
1.4258,-1.0201
-0.53049,0.76173
-2.2136,0.60639
1.6993,-1.7854
0.47525,-0.33779
-0.4924,1.6322
-0.90029,0.99532
0.46716,-0.39163
-0.70133,1.0882
1.042,-2.0758
-0.536,1.5308
-0.50868,-1.1436
1.7052,-0.97862
2.042,-0.40957
1.8147,-1.1779
-1.5789,0.34659
-2.884,0.38038
-1.3294,1.0265
0.68885,0.037464
-0.69877,1.0558
0.28762,1.8045
-1.2934,1.0339
-1.0484,1.738
1.0419,-1.3585
-1.3518,-0.027621
-0.98421,0.9515
-0.92787,1.4725
1.8637,0.58285
1.1904,-1.5673
-2.2053,1.1771
-1.0303,0.69661
1.1123,-1.3977
-1.5436,1.7427
1.5836,-1.2031
-0.60981,0.64499
1.5109,-0.29646
0.19865,1.3758
0.58954,-0.65097
0.79613,0.70832
1.618,-1.3455
-0.97202,2.2541
-0.14029,-0.80926
-1.7349,1.3513
-0.63047,0.24771
-1.9144,0.86944
-1.6627,0.77311
1.3234,-1.8394
0.46319,-1.1516
0.45543,-0.56925
0.78365,-1.8339
-0.3686,0.6854
1.121,-0.64013
-1.6975,0.87171
