0.89847,0.91413
0.032447,-0.078569
-1.1431,-0.92364
-0.11201,-0.085881
1.0022,0.94844
-0.097595,-0.036179
0.15752,-0.045526
0.86695,0.9776
0.94708,1.093
-0.83236,-0.7769
0.91303,1.1654
0.06092,-0.0075255
0.93062,1.014
-1.1133,-1.1395
-0.10402,0.0027411
-0.007285,0.02373
-0.9235,-1.0926
1.0999,0.9426
-0.90975,-0.93013
-0.98186,-1.1081
0.86313,1.0229
-1.0266,-1.0834
0.88227,0.98732
-1.0277,-1.041
-0.96218,-0.85557
-0.038023,0.024549
-0.010169,-0.15739
-0.9049,-0.95972
-0.98467,-0.94068
-1.0171,-1.1246
-0.07794,-0.047113
-0.97878,-0.85064
-0.9131,-1.1268
-0.1481,0.046611
1.0372,1.0038
0.087459,-0.092081
0.93057,1.0812
1.006,0.90458
0.085978,-0.013771
-1.0408,-0.79836
0.0041881,0.11312
0.020019,0.10506
-0.91723,-1.0864
0.19288,-0.025877
-0.092627,0.13486
0.93355,0.99372
0.98778,1.0784
0.083606,-0.01916
-0.99359,-1.0683
0.86897,1.0649
-0.023268,-0.0086119
0.95618,0.76894
-0.92956,-0.86789
0.063564,-0.0016578
0.10225,-0.14037
-0.057645,0.18928
-1.0692,-0.89759
0.21149,-0.06817
1.0154,0.97702
1.0051,1.0159
-1.0085,-1.1554
0.023388,0.033003
1.2027,0.98566
0.0073622,-0.095362
-0.96941,-1.1344
0.90958,1.0819
0.93227,0.91595
0.94932,1.0324
0.0079912,0.067052
0.21719,0.16555
1.0531,0.9913
0.78001,0.94931
0.96888,0.91816
-1.0561,-1.1745
0.021806,-0.038225
-1.0144,-0.98609
-0.94976,-0.98455
0.9745,0.94695
-0.077579,-0.049566
0.054428,-0.034039
0.99128,0.92906
-0.87996,-0.98433
-0.9158,-0.96544
-0.93072,-1.0173
0.916,0.96591
1.0731,0.84415
0.98093,0.91745
-1.0445,-1.0887
0.035969,-6.5908e-05
0.0012052,-0.11389
0.0089688,0.041156
0.011169,-0.061567
-1.1168,-1.1673
-0.95868,-1.1162
-1.0821,-1.0232
-0.95749,-0.95723
0.72747,1.2028
-1.1234,-1.0015
-1.1168,-1.0157
0.092176,0.064854
-1.055,-0.98296
-1.1155,-1.2333
-0.1876,-0.16904
-0.013943,-0.025713
1.0949,0.93226
0.9773,1.015
-0.13743,0.20139
0.9105,0.94609
0.040237,-0.031798
0.089901,-0.13715
0.13657,0.073742
0.91428,1.0412
-1.0482,-0.88198
-1.1675,-1.0753
1.0519,0.98453
-1.0093,-1.089
-0.010527,0.051343
0.039309,0.050039
1.0562,1.1616
0.10859,-0.064674
-0.91305,-1.1534
-1.1731,-0.94761
0.95724,1.0849
0.90706,1.0645
-1.1404,-0.94451
-1.0025,-1.044
1.2409,0.99527
1.0295,1.0939
0.079822,-0.0039579
-1.0584,-0.96872
-0.88775,-0.85251
1.1559,1.0866
0.82573,1.0452
-0.17264,-0.0051844
-0.0842,-0.13896
-1.0385,-1.0787
-0.76154,-1.1014
-1.2405,-1.0111
-1.0343,-0.85937
-0.87416,-1.0186
1.2602,0.90433
-0.81095,-1.0087
-1.0017,-1.0704
0.91391,0.80672
1.1705,0.8948
-0.10466,-0.040962
-0.99996,-0.92944
0.065873,0.044137
0.92145,0.93775
1.222,0.78519
0.059161,-0.12863
-0.99201,-0.83193
-0.018641,0.078577
0.89873,1.0233
0.98788,1.1758
0.97426,0.98762
0.98585,1.081
1.1861,0.93946
1.1352,0.98727
0.95873,0.95292
-1.1162,-0.84217
-1.0307,-0.86956
-0.025344,-0.068351
1.2156,0.95218
-0.95142,-0.99751
-0.97774,-0.96482
-0.96181,-1.0272
1.0441,1.0507
0.13824,0.017044
1.0615,0.9509
-0.88871,-0.93994
-0.95744,-1.0026
0.88599,1.0351
-0.1813,-0.094731
1.0893,1.1465
1.0185,1.1739
1.1403,0.97787
1.0005,1.0257
-0.13889,0.18692
-0.043626,0.13839
-0.8383,-0.9731
-0.84061,-1.1091
0.062363,0.064952
0.21926,-0.056835
0.067691,-0.12552
0.11564,0.070329
-1.1251,-1.1477
0.97703,0.9062
0.00076389,0.15237
1.03,0.966
0.080656,-0.014257
-0.9177,-0.86828
-0.10702,0.043839
0.90409,1.2372
1.0597,1.0147
-0.90138,-1.1452
0.10724,-0.20734
-0.0189,-0.063291
0.75224,0.84854
0.97625,0.80349
-0.99618,-1.0865
-0.95252,-0.98036
-0.97595,-0.87924
-0.89548,-1.0234
-0.028712,0.1426
0.014836,-0.022598
1.0895,1.0012
-0.94796,-0.99932
-1.0708,-1.1095
-1.0352,-1.0008
